pubukprn,kiscourseid,kismode,title,legal_name,provaddress,t1,t2,t3,t4,t5,t6,t7,nsspop,overall
10000961,1FDJUTHEATRE-FT-BA,01,Theatre,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,82,76,83,40,70,70,20,72.4
10000961,1FDJUTHEATRE-KW-BA,01,Theatre with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,82,76,83,40,70,70,20,72.4
10000961,1P4LUJOURPOL-FT-BA,01,Journalism (Politics),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77.2,81.4,85.8,85.4,79.8,83.9,76.4,40,81.4
10000961,27H8UMEDCOM-FT-BSC,01,Media and Communications,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",75,84,88,88,79,88,82,25,83.4
10000961,27H8UMEDCOM-KW-BSC,01,Media and Communications with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",75,84,88,88,79,88,82,25,83.4
10000961,27H8UMEDCOM-NW-BSC,01,Media and Communications with Placements,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",75,84,88,88,79,88,82,25,83.4
10000961,2CG1UMUSPROD-FT-BA,01,Music (Production),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",79.3,79.5,71.7,81,73.7,85.3,72.3,275,77.5
10000961,2CG1UMUSPROD-KW-BA,01,Music (Production) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",79.3,79.5,71.7,81,73.7,85.3,72.3,275,77.5
10000961,2DC3UCPMPSCI-FT-BSC,01,Computer Science (Cybersecurity),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,77,83,89,82,87,74,230,81.3
10000961,2DC3UCPMPSCI-KW-BSC,01,Computer Science (Cybersecurity) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,77,83,89,82,87,74,230,81.3
10000961,2EC9UEENGBUS-FT-BENG,01,Engineering with Business,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",82,80.7,81.6,87.6,83.9,88.3,81.7,560,83.7
10000961,2EC9UEENGBUS-KW-BENG,01,Engineering with Business with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",82,80.7,81.6,87.6,83.9,88.3,81.7,560,83.7
10000961,3A6KUMENGBUS-FT-MENG,01,Engineering with Business - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",82,80.7,81.6,87.6,83.9,88.3,81.7,560,83.7
10000961,3A6KUMENGBUS-KW-MENG,01,Engineering with Business - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",82,80.7,81.6,87.6,83.9,88.3,81.7,560,83.7
10000961,3CJ4UM22MEEN-FT-MENG,01,Mechanical Engineering - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,80,62,78,65,87,71,35,74.3
10000961,3CJ4UM22MEEN-KW-MENG,01,Mechanical Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,80,62,78,65,87,71,35,74.3
10000961,3CP5UJOURCOM-FT-BA,01,Journalism (Communication),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77.2,81.4,85.8,85.4,79.8,83.9,76.4,40,81.4
10000961,3D9CUPECSD-FT-BSC,01,"Sport, Health and Exercise Sciences (Physical Education, Coaching and Social Issues)",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,78,79,94,88,82,76,15,82.6
10000961,3D9CUPECSD-FT-DIPHE,01,"Sport, Health and Exercise Sciences (Physical Education, Coaching and Social Issues)",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",NA,NA,NA,NA,NA,NA,NA,0,NA
10000961,3D9CUPECSD-KW-BSC,01,"Sport, Health and Exercise Sciences (Physical Education, Coaching and Social Issues) with placement year",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",82,77,76,88,85,80,79,60,81
10000961,3JD7UEEEECS-FT-BENG,01,Electronic and Electrical Engineering (Computer Systems),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,3JD7UEEEECS-KW-BENG,01,Electronic and Electrical Engineering (Computer Systems) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,3L7MUNUCHHEA-FT-BSC,01,Nursing (Child Health),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",98,97,78,88,67,83,89,10,85.7
10000961,3LP3UMEDIC-FT-MBBS,01,Medicine,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",NA,NA,NA,NA,NA,NA,NA,0,NA
10000961,3M44USPHEXSC-FT-BSC,01,"Sport, Health and Exercise Sciences",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",85,77,76,88,83,75,74,25,79.7
10000961,3M44USPHEXSC-FT-DIPHE,01,"Sport, Health and Exercise Sciences",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",NA,NA,NA,NA,NA,NA,NA,0,NA
10000961,3M44USPHEXSC-KW-BSC,01,"Sport, Health and Exercise Sciences with Placement Year",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",85,85,80,88,96,92,90,15,88
10000961,4PHGUSPHESBS-FT-BSC,01,"Sport, Health and Exercise Sciences with Business Studies",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,68,73,85,88,81,72,20,77.3
10000961,4PHGUSPHESBS-FT-DIPHE,01,"Sport, Health and Exercise Sciences with Business Studies",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",NA,NA,NA,NA,NA,NA,NA,0,NA
10000961,4PHGUSPHESBS-KW-BSC,01,"Sport, Health & Exercise Sciences with Business Studies with Placement Year",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81.2,79.5,81,87.2,85,86.7,81.5,375,83.2
10000961,516GUE22AUEN-FT-BENG,01,Automotive Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",62,59,48,57,33,79,42,15,54.3
10000961,516GUE22AUEN-KW-BENG,01,Automotive Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",62,59,48,57,33,79,42,15,54.3
10000961,51JMUBPRDEEN-FT-BSC,01,Product Design Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,51JMUBPRDEEN-KW-BSC,01,Product Design Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,51JMUMPRDEEN-FT-MDES,01,Product Design Engineering - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,51JMUMPRDEEN-KW-MDES,01,Product Design Engineering - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,58FHUECIENG-FT-BENG,01,Civil Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,58FHUECIENG-KW-BENG,01,Civil Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,58FHUMCIENG-FT-MENG,01,Civil Engineering - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,58FHUMCIENG-KW-MENG,01,Civil Engineering - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,5J5EUBINDDES-FT-BA,01,Industrial Design,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,5J5EUBINDDES-KW-BA,01,Industrial Design with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,5J5EUMINDDES-FT-MDES,01,Industrial Design - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,5J5EUMINDDES-KW-MDES,01,Industrial Design - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,65J7UM22AUEN-FT-MENG,01,Automotive Engineering - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",62,59,48,57,33,79,42,15,54.3
10000961,65J7UM22AUEN-KW-MENG,01,Automotive Engineering - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",62,59,48,57,33,79,42,15,54.3
10000961,6B95UNUMEHEA-FT-BSC,01,Nursing (Mental Health),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",98,97,78,88,67,83,89,10,85.7
10000961,6BHLUE22AEEN-FT-BENG,01,Aerospace Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",65,68,48,50,65,85,46,25,61
10000961,6BHLUE22AEEN-KW-BENG,01,Aerospace Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",65,68,48,50,65,85,46,25,61
10000961,6JE7UE22MEEN-FT-BENG,01,Mechanical Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",62,59,48,57,33,79,42,15,54.3
10000961,6JE7UE22MEEN-KW-BENG,01,Mechanical Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,80,62,78,65,87,71,35,74.3
10000961,7K18UNUADULT-FT-BSC,01,Nursing (Adult),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",98,97,78,88,67,83,89,10,85.7
10000961,8CP6UECEFCE-FT-BENG,01,Civil Engineering (Flood and Coastal Engineering),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,8CP6UECEFCE-KW-BENG,01,Civil Engineering (Flood and Coastal Engineering) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,8CP6UMCEFCE-FT-MENG,01,Civil Engineering (Flood and Coastal Engineering) - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,8CP6UMCEFCE-KW-MENG,01,Civil Engineering (Flood and Coastal Engineering) - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,8E55UMARKET-FT-BSC,01,Marketing,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,80,82,88,85,89,82,480,83.9
10000961,8E55UMARKET-KW-BSC,01,Marketing with placement year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,80,82,88,85,89,82,480,83.9
10000961,8F97USOCDM-FT-BSC,01,Sociology (Digital Media),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",92,88,92,95,89,88,93,30,91
10000961,8F97USOCDM-KW-BSC,01,Sociology (Digital Media) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",92,88,92,95,89,88,93,30,91
10000961,8F97USOCDM-NW-BSC,01,Sociology (Digital Media) with Placements,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",92,88,92,95,89,88,93,30,91
10000961,A2HDUEEEECOS-FT-BENG,01,Electronic and Electrical Engineering (Communication Systems),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,A2HDUEEEECOS-KW-BENG,01,Electronic & Electrical Engineering (Communication Systems) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,AHF8UBUMAEN-FT-BSC,01,Business Management with Entrepreneurship,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,80,82,87,85,88,82,315,83.6
10000961,AHF8UBUMAEN-KW-BSC,01,Business Management with Entrepreneurship with placement year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,80,82,87,85,88,82,315,83.6
10000961,B4FCUHUREMG-FT-BSC,01,Human Resource Management,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,80,82,87,85,88,82,315,83.6
10000961,B4FCUHUREMG-KW-BSC,01,Human Resource Management with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,80,82,87,85,88,82,315,83.6
10000961,B960UOT-FT-BSC,01,Occupational Therapy,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",64,71,55,58,41,75,61,50,60.7
10000961,B9M2UHUGEAN-CW-BSC,01,Human Geography and Anthropology with Placements,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",95.4,93.8,90.6,98.2,87.4,90.4,88.8,25,92.1
10000961,B9M2UHUGEAN-FT-BSC,01,Human Geography and Anthropology,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",95.4,93.8,90.6,98.2,87.4,90.4,88.8,25,92.1
10000961,B9M2UHUGEAN-KW-BSC,01,Human Geography and Anthropology with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",95.4,93.8,90.6,98.2,87.4,90.4,88.8,25,92.1
10000961,BHK8UECOSYEN-FT-BENG,01,Computer Systems Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,BHK8UECOSYEN-KW-BENG,01,Computer Systems Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,C43BUHISTORY-FT-BA,01,History,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",92,93,88,97,90,87,91,20,91.1
10000961,C43BUHISTORY-KW-BA,01,History with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",92,93,88,97,90,87,91,20,91.1
10000961,C722UBIOMECH-FT-BSC,01,Biomedical Sciences (Biochemistry),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",85,86,66,75,85,75,73,10,77.9
10000961,C722UBIOMECH-KW-BSC,01,Biomedical Sciences (Biochemistry) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,80,59,92,67,86,56,10,73.9
10000961,C800UPSYCHOL-FT-BSC,01,Psychology,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",73,78,64,80,76,82,61,40,73.4
10000961,C800UPSYCHOL-KW-BSC,01,Psychology with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",81,83,71,81,81,87,69,35,79
10000961,C800UPSYCHOL-NW-BSC,01,Psychology with Placements,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,82,74,70,95,77,67,10,79
10000961,C800UPYSHE-FT-BSC,01,"Psychology (Sport, Health and Exercise)",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",75,68,75,78,75,90,80,15,77.3
10000961,C800UPYSHE-KW-BSC,01,"Psychology (Sport, Health and Exercise) with Placement Year",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,71,77,80,80,86,67,15,77.7
10000961,C800UPYSHE-NW-BSC,01,"Psychology (Sport, Health and Exercise) with Placements",Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,71,77,80,80,86,67,15,77.7
10000961,C88BUM22AEEN-FT-MENG,01,Aerospace Engineering - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",65,68,48,50,65,85,46,25,61
10000961,C88BUM22AEEN-KW-MENG,01,Aerospace Engineering - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",65,68,48,50,65,85,46,25,61
10000961,C900UBIOMED-FT-BSC,01,Biomedical Sciences,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",84,85,79,86,84,85,74,70,82.4
10000961,C900UBIOMED-KW-BSC,01,Biomedical Sciences with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",78,82,74,78,77,84,69,45,77.4
10000961,C900ULIFESCI-FT-BSC,01,Life Sciences,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",78,74,68,65,60,70,80,10,70.7
10000961,C900ULIFESCI-KW-BSC,01,Life Sciences with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,81,72,67,50,70,72,20,69
10000961,CK5FUINREHI-FT-BSC,01,International Relations and History,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",90,86,92,90,95,93,84,20,90
10000961,CK5FUINREHI-KW-BSC,01,International Relations and History with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",90,86,92,90,95,93,84,20,90
10000961,D93AUEELELEN-FT-BENG,01,Electronic and Electrical Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,D93AUEELELEN-KW-BENG,01,Electronic and Electrical Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,DJA2UECEENEN-FT-BENG,01,Civil Engineering (Environmental Engineering),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,DJA2UECEENEN-KW-BENG,01,Civil Engineering (Environmental Engineering) - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,DJA2UMCEENEN-FT-MENG,01,Civil Engineering (Environmental Engineering),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,DJA2UMCEENEN-KW-MENG,01,Civil Engineering (Environmental Engineering) - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",71,73,72,82,77,87,72,45,76.3
10000961,FB58UEEEEAI-FT-BENG,01,Electronic and Electrical Engineering (Artificial Intelligence),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,FB58UEEEEAI-KW-BENG,01,Electronic and Electrical Engineering (Artificial Intelligence) with Professional Development,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,G100UMFNMATH-FT-MMATH,01,Financial Mathematics - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85.4,84.9,93.5,85.1,86.8,79.8,40,85.9
10000961,G100UMFNMATH-KW-MMATH,01,Financial Mathematics - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85.4,84.9,93.5,85.1,86.8,79.8,40,85.9
10000961,G100UMMMATH-FT-MMATH,01,Mathematics - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85,80,95,78,86,79,25,84.1
10000961,G100UMMMATH-KW-MMATH,01,Mathematics - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85,80,95,78,86,79,25,84.1
10000961,G100USMT2-FT-BSC,01,Mathematics,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85,80,95,78,86,79,25,84.1
10000961,G100USMT2-KW-BSC,01,Mathematics with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85,80,95,78,86,79,25,84.1
10000961,G1G4USMTHCP2-FT-BSC,01,Mathematics with Computer Science,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77.9,77.8,82.7,89.6,81.6,86.9,74.5,255,81.6
10000961,G1G4USMTHCP2-KW-BSC,01,Mathematics with Computer Science and Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77.9,77.8,82.7,89.6,81.6,86.9,74.5,255,81.6
10000961,G400UCSARTIN-FT-BSC,01,Computer Science (Artificial Intelligence),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,81,84,96,82,93,83,15,86.4
10000961,G400UCSARTIN-KW-BSC,01,Computer Science (Artificial Intelligence) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",75,84,92,80,75,83,75,10,80.6
10000961,G400UDIGMEDI-FT-BSC,01,Computer Science (Digital Media and Games),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,77,83,89,82,87,74,230,81.3
10000961,G400UDIGMEDI-KW-BSC,01,Computer Science (Digital Media and Games) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,77,83,89,82,87,74,230,81.3
10000961,G400UNETWKCM-FT-BSC,01,Computer Science (Network Computing),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,77,83,89,82,87,74,230,81.3
10000961,G400UNETWKCM-KW-BSC,01,Computer Science (Network Computing) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",77,77,83,89,82,87,74,230,81.3
10000961,G400USCMPSC1-FT-BSC,01,Computer Science,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",72,72,70,82,72,82,58,50,72.6
10000961,G400USCMPSC1-KW-BSC,01,Computer Science with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,76,88,94,86,92,75,40,83.6
10000961,G400USOFENG1-FT-BSC,01,Computer Science (Software Engineering),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",93,76,90,85,80,77,78,10,82.7
10000961,G400USOFENG1-KW-BSC,01,Computer Science (Software Engineering) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",75,78,80,88,76,83,73,15,79
10000961,G500UBUSCOME-FT-BSC,01,Business Computing (eBusiness),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,76,86,79,86,84,71,40,80.7
10000961,G500UBUSCOME-KW-BSC,01,Business Computing (eBusiness) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,76,86,79,86,84,71,40,80.7
10000961,G500UBUSCOMH-FT-BSC,01,Business Computing (Human-Computer Interaction),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,76,86,79,86,84,71,40,80.7
10000961,G500UBUSCOMH-KW-BSC,01,Business Computing (Human-Computer Interaction) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,76,86,79,86,84,71,40,80.7
10000961,G500UBUSCOMP-FT-BSC,01,Business Computing,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",87,82,92,79,79,88,85,15,84.6
10000961,G500UBUSCOMP-KW-BSC,01,Business Computing with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",80,68,88,85,85,83,67,10,79.4
10000961,G500UBUSCOMS-FT-BSC,01,Business Computing (Social Media),Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,76,86,79,86,84,71,40,80.7
10000961,G500UBUSCOMS-KW-BSC,01,Business Computing (Social Media) with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",83,76,86,79,86,84,71,40,80.7
10000961,G900USFINMT2-FT-BSC,01,Financial Mathematics,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85.4,84.9,93.5,85.1,86.8,79.8,40,85.9
10000961,G900USFINMT2-KW-BSC,01,Financial Mathematics with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,85.4,84.9,93.5,85.1,86.8,79.8,40,85.9
10000961,H3P9UBDESIGN-FT-BSC,01,Design,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,H3P9UBDESIGN-KW-BSC,01,Design with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,H3P9UMDESIGN-FT-MDES,01,Design - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,H3P9UMDESIGN-KW-MDES,01,Design - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",88,85,79,85,77,84,80,80,82.6
10000961,H810UECHEM-FT-BENG,01,Chemical Engineering,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",84,92,78,92,92,96,91,20,89.3
10000961,H810UECHEM-KW-BENG,01,Chemical Engineering with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",90,90,73,88,75,86,78,10,82.9
10000961,H810UMCHEM-FT-MENG,01,Chemical Engineering - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",85,89,73,93,82,89,86,20,85.3
10000961,H810UMCHEM-KW-MENG,01,Chemical Engineering - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",85,89,73,93,82,89,86,20,85.3
10000961,HG68UHIINRE-FT-BA,01,History and International Relations,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",92,93,88,97,90,87,91,20,91.1
10000961,HG68UHIINRE-KW-BA,01,History and International Relations with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",92,93,88,97,90,87,91,20,91.1
10000961,J2JAUMADASCI-FT-BSC,01,Mathematics for Data Science,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,86,93,91,97,88,81,15,88.9
10000961,J2JAUMADASCI-KW-BSC,01,Mathematics for Data Science with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",86,86,93,91,97,88,81,15,88.9
10000961,J4MHUACBUMG-FT-BSC,01,Accounting and Business Management,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",80,75,82,85,85,95,83,20,83.6
10000961,J4MHUACBUMG-KW-BSC,01,Accounting and Business Management with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",75,84,80,90,85,87,82,10,83.3
10000961,K6B4UM22EEE-FT-MENG,01,Electronic and Electrical Engineering - integrated,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
10000961,K6B4UM22EEE-KW-MENG,01,Electronic and Electrical Engineering - integrated with Placement Year,Brunel University London,"Kingston Lane, Uxbridge, Middlesex, UB8 3PH",74,77,77,85,74,87,67,40,77.3
